Date,Time,Depth,Location,Site,Method,Replicate,Type,Observer,Species,Size,Count
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus rivulatus,10--15,5
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus niger,10--15,8
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus rivulatus,15--20,8
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Hemigymnus melapterus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Choerodon anchorago,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Chaetodon vagabundus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Labroides dimidiatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Halichoeres marginatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Siganus doliatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Lutjanus carponotatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,HFY,Scarus flavipectoralis,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chlorurus spilurus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon lunulatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Halichoeres marginatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Cheilinus fasciatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Cetoscarus ocellatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Scolopsis lineata,15--20,4
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Scarus rivulatus,10--15,8
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Scarus niger,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Epibulus insidiator,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon aureofasciatus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Siganus doliatus,15--20,5
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon plebius,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Siganus lineatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Scarus rivulatus,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,HFY,Lutjanus carponotatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scolopsis lineata,15--20,16
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus rivulatus,10--15,11
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon aureofasciatus,10--15,10
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus rivulatus,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Lutjanus carponotatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Cheilinus chlorurus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Thalassoma lunare,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon trifascialis,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus rivulatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Thalassoma lunare,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Lutjanus vitta,15--20,53
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Scarus frenatus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Chaetodon speculum,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,HFY,Kyphosis cinerascens,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Lutjanus carponotatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Epibulus insidiator,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Scarus rivulatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,HFY,Scarus niger ,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon aureofasciatus,10--15,4
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Scarus rivulatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Anampses neoguinaicus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Scarus rivulatus,10--15,23
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Scolopsis lineata,15--20,16
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Lutjanus carponotatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Thalassoma hardwicke,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,HFY,Lethrinus harak,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,HFY,Cephalopholis boenak,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,HFY,Lutjanus carponotatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Cephalopholis boenak,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Lutjanus carponotatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon aureofasciatus,10--15,6
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Labroides dimidiatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Halichoeres chloropterus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Scarus rivulatus,15--20,8
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Scarus niger,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Thalassoma hardwicke,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Halichoeres marginatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Pomacanthus semicirculatus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Lutjanus carponotatus,15--20,3
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon vagabundus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Cheilinus fasciatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,HFY,Scolopsis lineata,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Hemigymnus melapterus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Scarus rivulatus,20--25,7
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Lethrinus harak,15--20,4
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Lethrinus harak,20--25,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Scarus rivulatus,10--15,9
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,20 m,SKC,Chaetodon aureofasciatus,10--15,10
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Stethojulis strigiventer,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Scarus rivulatus,10--15,50
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Chaetodon aureofasciatus,10--15,7
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Cheilinus chlorurus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Scarus altipinnis,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Stethojulis strigiventer,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Siganus doliatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Scolopsis bilineata,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,1,30 m,SKC,Thalassoma hardwicke,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chaetodon lunulatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Scolopsis bilineata,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chaetodon melannotus,10--15,6
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Choerodon graphicus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Scolopsis lineata,15--20,10
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Pomacanthus sexstriatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chlorurus microrhinus,20--25,4
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chaetodon aureofasciatus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chlorurus microrhinus,15--20,5
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Thalassoma lunare,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Chlorurus spilurus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,20 m,SKC,Scarus rivulatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Chlorurus microrhinus,15--20,4
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Thalassoma lunare,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Chlorurus spilurus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Thalassoma hardwicke,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Scarus rivulatus,10--15,16
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Chlorurus microrhinus,35--40,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Scarus altipinnis,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Halichoeres marginatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Siganus doliatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Scolopsis lineata,15--20,20
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Anampses neoguinaicus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Scarus rivulatus,15--20,11
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Scarus rivulatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,2,30 m,SKC,Labrichthys unilineatus ,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,Instant,SKC,Scolopsis lineata,15--20,20
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,Instant,SKC,Scarus altipinnis,20--25,2
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,Instant,SKC,Siganus doliatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,Instant,SKC,Scarus rivulatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Siganus doliatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chaetodon aureofasciatus,10--15,4
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Anampses neoguinaicus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chaetodon melannotus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chaetodon plebius,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Scolopsis bilineata,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Scarus rivulatus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Acanthurus sp,25--30,2
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Stethojulis trilineata,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Lutjanus vitta,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chlorurus microrhinus,35--40,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Scarus rivulatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chaetodon melannotus,10--15,4
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Chelmon rostratus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Cheilinus chlorurus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point ,1,10 min,SKC,Pomacanthus sexstriatus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Siganus doliatus,15--20,5
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Kyphosis cinerascens,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Acanthurus sp,20--25,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,Instant,SKC,Scarus rivulatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Chaetodon aureofasciatus,10--15,6
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Siganus doliatus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Kyphosis cinerascens,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Scarus rivulatus,15--20,51
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Scarus rivulatus,10--15,51
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Thalassoma lunare,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Chaetodon vagabundus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Lutjanus carponotatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Chaetodon melannotus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Thalassoma hardwicke,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Choerodon anchorago,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Acanthurus sp,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Scarus rivulatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Epibulus insidiator,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,2,10 min,SKC,Chaetodon rainfordi,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Lutjanus vitta,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Scolopsis lineata,15--20,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Thalassoma lunare,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Scarus rivulatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Kyphosis cinerascens,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Hemigymnus melapterus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Chlorurus microrhinus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Thalassoma hardwicke,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Halichoeres marginatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Epibulus insidiator,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,20 m,SKC,Scarus frenatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Lutjanus vitta,15--20,31
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Scolopsis lineata,15--20,7
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Kyphosis cinerascens,25--30,5
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Anampses neoguinaicus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon aureofasciatus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Thalassoma lunare,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon melannotus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Lutjanus carponotatus,15--20,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Siganus doliatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Siganus corallinus,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon vagabundus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Bodianus axillaris,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Chaetodon rainfordi,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,3,30 m,SKC,Lutjanus fulviflamma,15--20,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Scarus altipinnis,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Lutjanus carponotatus,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Kyphosis cinerascens,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Chlorurus microrhinus,25--30,3
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Halichoeres marginatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Lutjanus vitta,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Scarus rivulatus,15--20,50
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Siganus doliatus,15--20,13
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Scarus rivulatus,20--25,10
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Pomacanthus sexstriatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Siganus puellus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Hemigymnus melapterus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Chaetodon melannotus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Chaetodon rainfordi,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Thalassoma lunare,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Epibulus insidiator,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Plectrorhynchus chaetodontoides,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,20 m,SKC,Cheilinus chlorurus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scarus altipinnis,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Siganus doliatus,15--20,4
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Siganus puellus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Chaetodon melannotus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Thalassoma lunare,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Epibulus insidiator,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Thalassoma hardwicke,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scolopsis bilineata,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scolopsis lineata,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Scarus altipinnis,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Choerodon graphicus,25--30,2
12/02/2023,,,Fantom Island,Snapper Point,Transect,4,30 m,SKC,Lutjanus fulviflamma,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Lutjanus vitta,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Scarus rivulatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Hemigymnus melapterus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,Instant,SKC,Kyphosis cinerascens,30--35,3
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Scarus rivulatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Scarus rivulatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Kyphosis cinerascens,30--35,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Chaetodon baronessa,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Hemigymnus melapterus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Cheilinus chlorurus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Cheilinus chlorurus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Pomacanthus sexstriatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Kyphosis cinerascens,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Chlorurus spilurus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Acanthurus sp,25--30,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Chaetodon aureofasciatus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Halichoeres marginatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Chaetodon melannotus,10--15,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Epibulus insidiator,20--25,2
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Scolopsis lineata,15--20,3
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Platax batavianus,40--45,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Platax pinnatus,30--35,1
12/02/2023,,,Fantom Island,Snapper Point,Point,3,10 min,SKC,Lethrinus harak,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Plectropomus maculatus,30--35,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Kyphosis cinerascens,20--25,3
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Siganus lineatus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Lethrinus harak,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,Instant,SKC,Halichoeres marginatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Chaetodon aureofasciatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Kyphosis cinerascens,20--25,2
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Lethrinus harak,15--20,4
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Scarus rivulatus,10--15,3
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Choerodon graphicus,20--25,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Halichoeres marginatus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Kyphosis cinerascens,15--20,5
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Lutjanus carponotatus,25--30,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Chlorurus spilurus,10--15,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Lutjanus carponotatus,15--20,1
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Cheilinus chlorurus,15--20,3
12/02/2023,,,Fantom Island,Snapper Point,Point,4,10 min,SKC,Chaetodon lunulatus,10--15,2
