"Day","Observer","Location","Distance_time","Replicate","block_ID","Biomass","Abundance","Richness","Genus_richness","Area"
14,"SKC","Fantome_Island","30m",4,"14_4_SKC",3972.98889958227,42,8,7,150
14,"SKC","Fantome_Island","50m",1,"14_1_SKC",9766.07111521174,59,22,14,250
14,"SKC","Fantome_Island","50m",2,"14_2_SKC",9190.24076486925,59,18,13,250
14,"SKC","Fantome_Island","50m",3,"14_3_SKC",19022.3529817622,88,17,12,250
14,"SKC","Fantome_Island","50m",4,"14_4_SKC",6297.50925214226,51,11,8,250
14,"SKC","Fantome_Island","Instant",1,"14_1_SKC",6833.11368849129,58,5,5,78.5
14,"SKC","Fantome_Island","Instant",2,"14_2_SKC",2532.7313526925,21,5,4,78.5
14,"SKC","Fantome_Island","Instant",3,"14_3_SKC",9424.28006015952,4,2,2,78.5
14,"SKC","Fantome_Island","Instant",4,"14_4_SKC",3138.08779417618,26,6,6,78.5
15,"ACS","Orpheus_Island","10min",1,"15_1_ACS",26125.4182666881,57,14,12,78.5
15,"ACS","Orpheus_Island","10min",2,"15_2_ACS",15370.6246790559,55,15,12,78.5
15,"ACS","Orpheus_Island","10min",3,"15_3_ACS",2499.63854581469,21,9,7,78.5
15,"ACS","Orpheus_Island","10min",4,"15_4_ACS",2235.54325580972,24,9,8,78.5
15,"ACS","Orpheus_Island","20m",1,"15_1_ACS",4857.05309083954,35,9,8,100
15,"ACS","Orpheus_Island","20m",2,"15_2_ACS",9106.59567207623,48,13,11,100
15,"ACS","Orpheus_Island","20m",3,"15_3_ACS",3377.56115730575,14,8,7,100
15,"ACS","Orpheus_Island","20m",4,"15_4_ACS",4306.48026713873,53,9,8,100
15,"ACS","Orpheus_Island","30m",1,"15_1_ACS",8444.66834546611,46,17,12,150
15,"ACS","Orpheus_Island","30m",2,"15_2_ACS",2855.16213892841,39,12,8,150
15,"ACS","Orpheus_Island","30m",3,"15_3_ACS",3477.18594923621,41,12,11,150
15,"ACS","Orpheus_Island","30m",4,"15_4_ACS",9597.28359485075,114,13,11,150
15,"ACS","Orpheus_Island","50m",1,"15_1_ACS",13301.7214363057,81,20,13,250
15,"ACS","Orpheus_Island","50m",2,"15_2_ACS",11961.7578110046,87,20,14,250
15,"ACS","Orpheus_Island","50m",3,"15_3_ACS",6854.74710654196,55,17,14,250
15,"ACS","Orpheus_Island","50m",4,"15_4_ACS",13903.7638619895,167,14,12,250
15,"ACS","Orpheus_Island","Instant",1,"15_1_ACS",8742.44872715221,25,8,7,78.5
15,"ACS","Orpheus_Island","Instant",2,"15_2_ACS",2769.4052168976,13,8,8,78.5
15,"ACS","Orpheus_Island","Instant",3,"15_3_ACS",3654.9940317266,11,5,4,78.5
15,"ACS","Orpheus_Island","Instant",4,"15_4_ACS",1976.62082748102,8,4,4,78.5
15,"HFY","Orpheus_Island","10min",1,"15_1_HFY",26840.3626323544,67,19,12,78.5
15,"HFY","Orpheus_Island","10min",2,"15_2_HFY",9740.65314198447,81,12,11,78.5
15,"HFY","Orpheus_Island","10min",3,"15_3_HFY",3773.28347186602,30,16,11,78.5
15,"HFY","Orpheus_Island","10min",4,"15_4_HFY",4995.02525072788,25,12,11,78.5
15,"HFY","Orpheus_Island","20m",1,"15_1_HFY",5736.88533618304,38,17,13,100
15,"HFY","Orpheus_Island","20m",2,"15_2_HFY",7879.67598824025,57,19,15,100
15,"HFY","Orpheus_Island","20m",3,"15_3_HFY",5415.31479264336,30,12,9,100
15,"HFY","Orpheus_Island","20m",4,"15_4_HFY",9819.76265564021,56,18,15,100
15,"HFY","Orpheus_Island","30m",1,"15_1_HFY",28023.9521294668,91,21,18,150
15,"HFY","Orpheus_Island","30m",2,"15_2_HFY",11491.2641908512,48,20,16,150
15,"HFY","Orpheus_Island","30m",3,"15_3_HFY",5478.04689238127,34,16,11,150
15,"HFY","Orpheus_Island","30m",4,"15_4_HFY",5770.05932318562,34,18,12,150
15,"HFY","Orpheus_Island","50m",1,"15_1_HFY",33760.8374656498,129,26,20,250
15,"HFY","Orpheus_Island","50m",2,"15_2_HFY",19370.9401790915,105,27,19,250
15,"HFY","Orpheus_Island","50m",3,"15_3_HFY",10893.3616850246,64,21,14,250
15,"HFY","Orpheus_Island","50m",4,"15_4_HFY",15589.8219788258,90,26,18,250
15,"HFY","Orpheus_Island","Instant",1,"15_1_HFY",4295.57873454242,15,6,5,78.5
15,"HFY","Orpheus_Island","Instant",2,"15_2_HFY",3441.46574488368,9,5,4,78.5
15,"HFY","Orpheus_Island","Instant",3,"15_3_HFY",1566.25104288961,5,2,2,78.5
15,"HFY","Orpheus_Island","Instant",4,"15_4_HFY",923.328427661712,9,3,3,78.5
15,"SBT","Orpheus_Island","10min",1,"15_1_SBT",10846.4857969085,42,16,11,78.5
15,"SBT","Orpheus_Island","10min",2,"15_2_SBT",8780.58016387321,47,23,16,78.5
15,"SBT","Orpheus_Island","10min",3,"15_3_SBT",9239.1718403664,36,14,11,78.5
15,"SBT","Orpheus_Island","10min",4,"15_4_SBT",12002.480486133,35,15,11,78.5
15,"SBT","Orpheus_Island","20m",1,"15_1_SBT",2469.68955665002,17,9,7,100
15,"SBT","Orpheus_Island","20m",2,"15_2_SBT",2636.61778995304,26,10,9,100
15,"SBT","Orpheus_Island","20m",3,"15_3_SBT",10307.4978753829,37,12,9,100
15,"SBT","Orpheus_Island","20m",4,"15_4_SBT",14040.4872641368,23,8,7,100
15,"SBT","Orpheus_Island","30m",1,"15_1_SBT",9986.70206095237,40,13,9,150
15,"SBT","Orpheus_Island","30m",2,"15_2_SBT",26166.7923887199,64,12,10,150
15,"SBT","Orpheus_Island","30m",3,"15_3_SBT",5686.42463435973,14,9,9,150
15,"SBT","Orpheus_Island","30m",4,"15_4_SBT",11002.9835301378,40,15,11,150
15,"SBT","Orpheus_Island","50m",1,"15_1_SBT",12456.3916176024,57,16,11,250
15,"SBT","Orpheus_Island","50m",2,"15_2_SBT",28803.4101786729,90,18,15,250
15,"SBT","Orpheus_Island","50m",3,"15_3_SBT",15993.9225097426,51,18,13,250
15,"SBT","Orpheus_Island","50m",4,"15_4_SBT",25043.4707942746,63,18,12,250
15,"SBT","Orpheus_Island","Instant",1,"15_1_SBT",2239.2489888315,19,7,5,78.5
15,"SBT","Orpheus_Island","Instant",2,"15_2_SBT",11293.8284039355,27,10,9,78.5
15,"SBT","Orpheus_Island","Instant",3,"15_3_SBT",2124.86901469709,18,8,8,78.5
15,"SBT","Orpheus_Island","Instant",4,"15_4_SBT",6552.36487422079,12,6,5,78.5
15,"SKC","Orpheus_Island","10min",1,"15_1_SKC",14588.8018959343,59,21,15,78.5
15,"SKC","Orpheus_Island","10min",2,"15_2_SKC",10021.1578289964,77,23,15,78.5
15,"SKC","Orpheus_Island","10min",3,"15_3_SKC",12459.6300359197,39,16,12,78.5
15,"SKC","Orpheus_Island","10min",4,"15_4_SKC",10648.5376659812,58,19,12,78.5
15,"SKC","Orpheus_Island","20m",1,"15_1_SKC",2688.10831663341,37,9,8,100
15,"SKC","Orpheus_Island","20m",2,"15_2_SKC",10359.3677014703,73,17,14,100
15,"SKC","Orpheus_Island","20m",3,"15_3_SKC",7981.7214687717,48,12,10,100
15,"SKC","Orpheus_Island","20m",4,"15_4_SKC",6608.89082819094,15,8,8,100
15,"SKC","Orpheus_Island","30m",1,"15_1_SKC",5587.83134719211,36,19,14,150
15,"SKC","Orpheus_Island","30m",2,"15_2_SKC",48714.3409606465,63,24,19,150
15,"SKC","Orpheus_Island","30m",3,"15_3_SKC",4387.28863242193,24,10,9,150
15,"SKC","Orpheus_Island","30m",4,"15_4_SKC",11254.2666415607,47,19,13,150
15,"SKC","Orpheus_Island","50m",1,"15_1_SKC",8275.93966382552,73,22,17,250
15,"SKC","Orpheus_Island","50m",2,"15_2_SKC",59073.7086621168,136,32,24,250
15,"SKC","Orpheus_Island","50m",3,"15_3_SKC",12369.0101011936,72,20,16,250
15,"SKC","Orpheus_Island","50m",4,"15_4_SKC",17863.1574697516,62,22,16,250
15,"SKC","Orpheus_Island","Instant",1,"15_1_SKC",4419.57891850231,11,4,4,78.5
15,"SKC","Orpheus_Island","Instant",2,"15_2_SKC",3101.31563361003,25,8,8,78.5
15,"SKC","Orpheus_Island","Instant",3,"15_3_SKC",7324.19785256151,12,4,4,78.5
15,"SKC","Orpheus_Island","Instant",4,"15_4_SKC",1028.29198010796,8,4,4,78.5
16,"ACS","Orpheus_Island","10min",1,"16_1_ACS",8385.85846526311,59,19,15,78.5
16,"ACS","Orpheus_Island","10min",2,"16_2_ACS",12893.8825578863,67,15,11,78.5
16,"ACS","Orpheus_Island","10min",3,"16_3_ACS",4214.55653074138,24,11,9,78.5
16,"ACS","Orpheus_Island","10min",4,"16_4_ACS",4665.34301699988,21,13,11,78.5
16,"ACS","Orpheus_Island","20m",1,"16_1_ACS",4033.33956437283,44,8,6,100
16,"ACS","Orpheus_Island","20m",2,"16_2_ACS",8032.00974986972,52,13,12,100
16,"ACS","Orpheus_Island","20m",3,"16_3_ACS",15857.339999165,36,12,9,100
16,"ACS","Orpheus_Island","20m",4,"16_4_ACS",5928.17714805182,16,13,12,100
16,"ACS","Orpheus_Island","30m",1,"16_1_ACS",18528.3879839507,75,20,13,150
16,"ACS","Orpheus_Island","30m",2,"16_2_ACS",9525.87415122657,57,19,15,150
16,"ACS","Orpheus_Island","30m",3,"16_3_ACS",2961.91198061179,9,8,8,150
16,"ACS","Orpheus_Island","30m",4,"16_4_ACS",8491.81907329307,18,9,8,150
16,"ACS","Orpheus_Island","50m",1,"16_1_ACS",22561.7275483236,119,22,14,250
16,"ACS","Orpheus_Island","50m",2,"16_2_ACS",17557.8839010963,109,24,16,250
16,"ACS","Orpheus_Island","50m",3,"16_3_ACS",18819.2519797768,45,18,14,250
16,"ACS","Orpheus_Island","50m",4,"16_4_ACS",14419.9962213449,34,19,15,250
16,"ACS","Orpheus_Island","Instant",1,"16_1_ACS",2226.21477673917,16,8,7,78.5
16,"ACS","Orpheus_Island","Instant",2,"16_2_ACS",3575.21679548119,17,6,5,78.5
16,"ACS","Orpheus_Island","Instant",3,"16_3_ACS",904.960295537964,8,4,4,78.5
16,"ACS","Orpheus_Island","Instant",4,"16_4_ACS",901.649734146144,8,4,4,78.5
16,"HFY","Orpheus_Island","10min",1,"16_1_HFY",7412.83288231495,43,21,16,78.5
16,"HFY","Orpheus_Island","10min",2,"16_2_HFY",7824.75344457809,47,22,16,78.5
16,"HFY","Orpheus_Island","10min",3,"16_3_HFY",2140.13215504019,26,16,13,78.5
16,"HFY","Orpheus_Island","10min",4,"16_4_HFY",6240.4954522703,62,16,13,78.5
16,"HFY","Orpheus_Island","20m",1,"16_1_HFY",4461.24271920793,33,11,9,100
16,"HFY","Orpheus_Island","20m",2,"16_2_HFY",5558.89208459816,38,21,14,100
16,"HFY","Orpheus_Island","20m",3,"16_3_HFY",9192.7650310341,28,14,11,100
16,"HFY","Orpheus_Island","20m",4,"16_4_HFY",1995.11659012101,23,11,10,100
16,"HFY","Orpheus_Island","30m",1,"16_1_HFY",12614.7936919004,75,26,16,150
16,"HFY","Orpheus_Island","30m",2,"16_2_HFY",9254.76664588546,61,19,14,150
16,"HFY","Orpheus_Island","30m",3,"16_3_HFY",3109.71292456639,29,14,12,150
16,"HFY","Orpheus_Island","30m",4,"16_4_HFY",9515.53821851367,41,17,13,150
16,"HFY","Orpheus_Island","50m",1,"16_1_HFY",17076.0364111083,108,28,17,250
16,"HFY","Orpheus_Island","50m",2,"16_2_HFY",14813.6587304836,99,27,18,250
16,"HFY","Orpheus_Island","50m",3,"16_3_HFY",12302.4779556005,57,22,16,250
16,"HFY","Orpheus_Island","50m",4,"16_4_HFY",11510.6548086347,64,20,15,250
16,"HFY","Orpheus_Island","Instant",1,"16_1_HFY",3199.15985763267,20,5,4,78.5
16,"HFY","Orpheus_Island","Instant",2,"16_2_HFY",1137.49471647558,6,4,4,78.5
16,"HFY","Orpheus_Island","Instant",3,"16_3_HFY",227.697556549183,5,4,4,78.5
16,"HFY","Orpheus_Island","Instant",4,"16_4_HFY",2019.01833790678,20,6,5,78.5
16,"SBT","Orpheus_Island","10min",1,"16_1_SBT",6783.80455298559,28,17,13,78.5
16,"SBT","Orpheus_Island","10min",2,"16_2_SBT",5445.39211565433,21,11,9,78.5
16,"SBT","Orpheus_Island","10min",3,"16_3_SBT",9384.99664501517,13,6,6,78.5
16,"SBT","Orpheus_Island","10min",4,"16_4_SBT",2308.74204481521,21,9,7,78.5
16,"SBT","Orpheus_Island","20m",1,"16_1_SBT",24502.8573982202,67,9,7,100
16,"SBT","Orpheus_Island","20m",2,"16_2_SBT",19627.1927936467,23,14,13,100
16,"SBT","Orpheus_Island","20m",3,"16_3_SBT",6810.92452802597,26,14,10,100
16,"SBT","Orpheus_Island","20m",4,"16_4_SBT",4367.45050438783,22,10,9,100
16,"SBT","Orpheus_Island","30m",1,"16_1_SBT",4485.58378837236,12,9,7,150
16,"SBT","Orpheus_Island","30m",2,"16_2_SBT",893.847885987557,9,6,5,150
16,"SBT","Orpheus_Island","30m",3,"16_3_SBT",9078.77702829727,30,10,8,150
16,"SBT","Orpheus_Island","30m",4,"16_4_SBT",4263.35307614251,24,15,12,150
16,"SBT","Orpheus_Island","50m",1,"16_1_SBT",28988.4411865926,79,12,9,250
16,"SBT","Orpheus_Island","50m",2,"16_2_SBT",20521.0406796342,32,17,15,250
16,"SBT","Orpheus_Island","50m",3,"16_3_SBT",15889.7015563232,56,18,13,250
16,"SBT","Orpheus_Island","50m",4,"16_4_SBT",8630.80358053034,46,18,14,250
16,"SBT","Orpheus_Island","Instant",1,"16_1_SBT",6476.86702320001,17,7,6,78.5
16,"SBT","Orpheus_Island","Instant",2,"16_2_SBT",483.745790576184,5,4,4,78.5
16,"SBT","Orpheus_Island","Instant",3,"16_3_SBT",9833.27661022286,5,4,4,78.5
16,"SBT","Orpheus_Island","Instant",4,"16_4_SBT",1064.46090957755,8,5,5,78.5
16,"SKC","Orpheus_Island","10min",1,"16_1_SKC",5470.90271329129,24,12,11,78.5
16,"SKC","Orpheus_Island","10min",2,"16_2_SKC",16162.8940879577,46,9,8,78.5
16,"SKC","Orpheus_Island","10min",3,"16_3_SKC",2655.02438031946,29,14,9,78.5
16,"SKC","Orpheus_Island","10min",4,"16_4_SKC",5668.04857522287,30,10,7,78.5
16,"SKC","Orpheus_Island","20m",1,"16_1_SKC",941.217724321889,9,5,5,100
16,"SKC","Orpheus_Island","20m",2,"16_2_SKC",691.707032486455,10,7,6,100
16,"SKC","Orpheus_Island","20m",3,"16_3_SKC",4176.55488465849,15,11,10,100
16,"SKC","Orpheus_Island","20m",4,"16_4_SKC",1991.52223239377,7,7,6,100
16,"SKC","Orpheus_Island","30m",1,"16_1_SKC",457.692399135467,6,3,3,150
16,"SKC","Orpheus_Island","30m",2,"16_2_SKC",3190.31684572028,32,13,9,150
16,"SKC","Orpheus_Island","30m",3,"16_3_SKC",15279.002004937,31,15,11,150
16,"SKC","Orpheus_Island","30m",4,"16_4_SKC",5936.18541888822,28,12,10,150
16,"SKC","Orpheus_Island","50m",1,"16_1_SKC",1398.91012345736,15,7,6,250
16,"SKC","Orpheus_Island","50m",2,"16_2_SKC",3882.02387820673,42,16,11,250
16,"SKC","Orpheus_Island","50m",3,"16_3_SKC",19455.5568895955,46,18,13,250
16,"SKC","Orpheus_Island","50m",4,"16_4_SKC",7927.70765128199,35,15,11,250
16,"SKC","Orpheus_Island","Instant",1,"16_1_SKC",1589.73761537679,4,4,4,78.5
16,"SKC","Orpheus_Island","Instant",2,"16_2_SKC",2483.82794628744,4,4,4,78.5
16,"SKC","Orpheus_Island","Instant",3,"16_3_SKC",1677.9728223678,10,7,6,78.5
16,"SKC","Orpheus_Island","Instant",4,"16_4_SKC",289.848394186119,4,4,3,78.5
